model,rung,tag,comp,label,pred,conf,route,kind,err
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.72,0.55,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.85,0.72,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.72,0.55,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.35,0.45,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.35,0.4,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.35,0.45,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.35,0.35,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.35,0.35,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.72,0.65,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.15,0.45,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.25,0.4,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.08,0.45,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.72,0.65,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.72,0.55,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.72,0.45,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.72,0.6,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.82,0.72,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.92,0.85,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.15,0.35,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.72,0.55,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.72,0.55,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.72,0.65,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.35,0.4,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.15,0.45,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.25,0.35,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.82,0.65,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.95,0.85,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.72,0.55,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.72,0.55,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,1,0.75,0.62,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.72,0.45,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.55,0.35,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.72,0.55,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.25,0.35,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.15,0.3,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.15,0.25,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.15,0.35,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.05,0.4,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.15,0.35,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.15,0.35,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.35,0.4,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.35,0.45,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.72,0.45,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.35,0.4,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.35,0.45,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.25,0.35,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.15,0.35,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.25,0.35,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.72,0.45,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.35,0.25,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.72,0.55,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.72,0.45,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.25,0.35,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.35,0.35,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.12,0.35,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.15,0.35,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.6,0.4,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.05,0.4,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.15,0.35,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.6,0.4,SELF,parsed,1
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.35,0.35,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.08,0.35,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.35,0.4,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.15,0.35,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.35,0.45,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.35,0.45,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.35,0.35,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.35,0.35,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.35,0.3,SELF,parsed,0
claude-sonnet-4-6,variant_novel_seq,web-poor,novel,0,0.35,0.4,SELF,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.72,0.68,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.15,0.6,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.32,0.55,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.72,0.65,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.72,0.78,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.42,0.55,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.72,0.68,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.78,0.72,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.72,0.6,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.72,0.65,SELF,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.72,0.65,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.72,0.65,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.72,0.65,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.72,0.65,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.72,0.6,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.72,0.65,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.72,0.65,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.78,0.72,SELF,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.62,0.58,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.72,0.6,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.72,0.65,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.32,0.45,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.92,0.85,SELF,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.78,0.72,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.72,0.65,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.78,0.72,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.72,0.65,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.72,0.78,SELF,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.35,0.45,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.72,0.65,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.32,0.4,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.72,0.65,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.72,0.65,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.78,0.72,SELF,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.72,0.68,SELF,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.72,0.65,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.72,0.75,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.72,0.68,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.72,0.65,SELF,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,1,0.88,0.85,SELF,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.72,0.65,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.42,0.35,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.72,0.58,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.45,0.35,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.25,0.35,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.72,0.6,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.25,0.35,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.35,0.45,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.72,0.65,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.35,0.45,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.72,0.6,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.15,0.35,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.72,0.6,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.15,0.35,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.18,0.35,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.15,0.35,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.72,0.6,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.25,0.35,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.35,0.45,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.32,0.45,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.72,0.6,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.12,0.35,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.72,0.65,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.32,0.45,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.15,0.35,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.25,0.35,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.35,0.45,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.15,0.35,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.35,0.4,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.25,0.45,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.35,0.4,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.25,0.45,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.25,0.35,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.15,0.35,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.72,0.6,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.15,0.65,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.72,0.6,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.35,0.4,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.25,0.4,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel,web-rich-novel,novel,0,0.35,0.45,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.35,0.4,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.72,0.68,SELF,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.72,0.6,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.42,0.45,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.72,0.65,SELF,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.62,0.45,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.72,0.45,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.35,0.42,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.32,0.4,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.35,0.42,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.35,0.45,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.42,0.35,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.35,0.5,SELF,parsed,1
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.28,0.42,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.72,0.6,SELF,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.35,0.45,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.35,0.4,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.35,0.4,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.72,0.6,SELF,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.15,0.35,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.35,0.4,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.32,0.42,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.72,0.45,SELF,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.32,0.45,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.35,0.42,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.15,0.45,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.72,0.6,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.78,0.62,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.25,0.35,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.72,0.58,SELF,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.72,0.6,SELF,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.72,0.45,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.35,0.45,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.72,0.6,SELF,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.25,0.35,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.72,0.45,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.72,0.58,SELF,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.62,0.58,SELF,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.72,0.58,SELF,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,1,0.72,0.35,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.35,0.45,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.35,0.42,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.62,0.45,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.35,0.45,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.25,0.35,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.35,0.4,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.25,0.4,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.25,0.35,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.32,0.35,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.35,0.4,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.25,0.35,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.35,0.45,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.32,0.42,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.35,0.45,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.32,0.45,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.32,0.42,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.25,0.4,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.35,0.4,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.35,0.4,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.35,0.4,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.32,0.45,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.35,0.45,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.35,0.45,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.35,0.45,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.28,0.35,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.25,0.35,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.35,0.42,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.25,0.35,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.72,0.45,DEFER,parsed,1
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.35,0.42,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.35,0.4,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.25,0.35,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.32,0.45,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.32,0.35,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.35,0.45,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.35,0.45,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.32,0.4,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.35,0.42,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.35,0.4,DEFER,parsed,0
claude-haiku-4-5-20251001,variant_novel_seq,web-poor,novel,0,0.35,0.45,DEFER,parsed,0
